DLIDHP-308AV;D-Link DHP-308AV Powerline AV 500 Mini Adapter;http://www.wireless1.com.au/networking/networking-products/d-link-dhp-308av-powerline-av-500-mini-adapter;Networking, Networking Products, Ethernet Over Power;http://www.wireless1.com.au/media/catalog/product/d/h/dhp-308av_ps1.jpg;39.0000;69;This Mini Adapter is HomePlug AV compliant | 10/100 Mbps Data Rate | 2 to 28 MHz Powerline Frequency Band ;DHP-308AV;D-Link;
DLIDHP-309AV;D-Link DHP-309AV Powerline AV 500 Mini Starter Kit;http://www.wireless1.com.au/networking/networking-products/d-link-dhp-309av-powerline-av-500-mini-starter-kit;Networking, Networking Products, Ethernet Over Power;http://www.wireless1.com.au/media/catalog/product/d/h/dhp-309av_ps1.jpg;68.0000;99;This Powerline Network Kit is HomePlug AV compliant | Data speeds of up to 500Mbps | Ethernet 10/100 Mbps;DHP-309AV;D-Link;
DLIDIR-505;D-Link DIR-505 Wi-Fi Booster;http://www.wireless1.com.au/networking/networking-products/d-link-dir-505-wifi-booster;Networking, Networking Products, Wireless Range Extenders;http://www.wireless1.com.au/media/catalog/product/d/i/dir-505_ps1.jpg;38.0000;79;This Wi-Fi Booster is Single band (2.4GHz) | Wireless N | WAN/LAN 10/100 Ethernet port | Internal Antenna;DIR-505;D-Link;
DLIDIR-868L;D-Link DIR-868L WIRELESS AC1750 DUAL BAND Gigabit Cloud Router;http://www.wireless1.com.au/d-link-promo/d-link-dir-868l-gigabit-cloud-router;Networking, Networking Products, Wireless Routers, D-Link Promo;http://www.wireless1.com.au/media/catalog/product/d/i/dir-868l_ps1.jpg;174.9900;199;This Router suits Cable/NBN | Dual Band Wireless AC | Combined Dual Band Wi-Fi speeds of up to 1.75Gbps | Strong Range | USB 3.0 port;DIR-868L;D-Link;
DLIDNS-320L;D-Link DNS-320L Share Center Cloud Storage;http://www.wireless1.com.au/d-link-promo/d-link-dns-320l-share-center-cloud-storage;Networking, Networking Products, Network Attached Storage, D-Link Promo;http://www.wireless1.com.au/media/catalog/product/d/n/dns-320l-promo_ps1.jpg;98.9800;189;This Network Storage Enclosure supports hard drives with capacities of 4 TB or above | Gigabit Ethernet port | USB 2.0 Host port;DNS-320L;D-Link;
DLIDNS-327L;D-Link DNS-327L Sharecenter 2-Bay Cloud NAS Byod;http://www.wireless1.com.au/networking/networking-products/d-link-dns-327l-sharecenter-2-bay-cloud-nas-byod;Networking, Networking Products, Network Attached Storage;http://www.wireless1.com.au/media/catalog/product/d/n/dns-327l_ps1.jpg;149.0000;199;This Network Attached Storage (NAS) supports hard drives with capacities of 4 TB or above | USB 3.0 Host port | Gigabit Ethernet port;DNS-327L;D-Link;
DLIDSL-2544N;D-Link DSL-2544N Wireless Dual Band N600 ADSL2+ Gigabit Modem Router;http://www.wireless1.com.au/d-link-promo/d-link-dsl-2544n-n600-dual-band-w-l-adsl2-m-r;Networking, Networking Products, Modem Routers, Wireless Routers, D-Link Promo;http://www.wireless1.com.au/media/catalog/product/d/s/dsl-2544n_ps1.jpg;95.0000;129;This Modem Router suits ADSL 2+ | Dual Band Wireless N | Combined Dual Band Wi-Fi speeds of up to 600 Mbps | Strong Range | USB port;DSL-2544N;D-Link;
DLIDSL-2750B;D-Link DSL-2750B Wireless N300 Modem Router;http://www.wireless1.com.au/networking/networking-products/d-link-dsl-2750b-wireless-n300-modem-router;Networking, Networking Products, Modem Routers, Wireless Routers;http://www.wireless1.com.au/media/catalog/product/d/s/dsl-2750b_ps3.jpg;49.0000;99;This Modem Router suits ADSL 2+ | Single Band Wireless N | Wi-Fi speeds of up to 300Mbps | Moderate Range | 1 x USB port;DSL-2750B;D-Link;
DLIDSL-2870B;D-Link DSL-2870B Dual Band N750 Modem Router;http://www.wireless1.com.au/networking/networking-products/d-link-dsl-2870b-dual-band-n750-modem-router;Networking, Networking Products, Modem Routers, Wireless Routers;http://www.wireless1.com.au/media/catalog/product/d/s/dsl-2870b_ps1.jpg;108.5000;199;This Modem Router suits ADSL 2+ | Dual Band Wireless N | Combined Dual Band Wi-Fi speeds of up to 750Mbps | Strong Range | 1 x USB port ;DSL-2870B;D-Link;
DLIDSL-2875AL;D-Link DSL-2875AL Dual Band AC750 Modem Router;http://www.wireless1.com.au/d-link-promo/d-link-dsl-2875al-dual-band-ac750-modem-router;Networking, Networking Products, Modem Routers, Wireless Routers, D-Link Promo;http://www.wireless1.com.au/media/catalog/product/d/s/dsl-2875al_ps1.jpg;118.0000;199;This Modem Router suits ADSL 2+ | Dual Band Wireless AC | Combined Dual Band Wi-Fi speeds of up to 750Mbps | Strong Range;DSL-2875AL;D-Link;
